Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
December 31 2018,Oklahoma,OK,Passenger,0,1,1,112,113,0.88
December 31 2018,Rogers,OK,Passenger,1,0,1,5,6,16.67
December 31 2018,Tulsa,OK,Passenger,1,1,2,46,48,4.17
December 31 2018,Clackamas,OR,Passenger,1,1,2,209,211,0.95
December 31 2018,Deschutes,OR,Passenger,2,0,2,160,162,1.23
December 31 2018,Douglas,OR,Passenger,1,0,1,48,49,2.04
December 31 2018,Klamath,OR,Passenger,1,0,1,30,31,3.23
December 31 2018,Lane,OR,Passenger,0,1,1,158,159,0.63
December 31 2018,Marion,OR,Passenger,1,0,1,114,115,0.87
December 31 2018,Multnomah,OR,Passenger,3,4,7,738,745,0.94
December 31 2018,Washington,OR,Passenger,0,1,1,441,442,0.23
December 31 2018,Allegheny,PA,Passenger,1,0,1,76,77,1.30
December 31 2018,Bucks,PA,Passenger,1,0,1,17,18,5.56
December 31 2018,Montgomery,PA,Passenger,2,0,2,29,31,6.45
December 31 2018,San Juan,PR,Passenger,0,1,1,5,6,16.67
December 31 2018,Newport,RI,Passenger,1,0,1,99,100,1.00
December 31 2018,Beaufort,SC,Passenger,1,0,1,33,34,2.94
December 31 2018,Richland,SC,Passenger,0,1,1,163,164,0.61
December 31 2018,Shelby,TN,Passenger,0,1,1,100,101,0.99
December 31 2018,Bexar,TX,Passenger,3,4,7,699,706,0.99
December 31 2018,Dallas,TX,Passenger,0,1,1,195,196,0.51
December 31 2018,El Paso,TX,Passenger,1,0,1,497,498,0.20
December 31 2018,Guadalupe,TX,Passenger,1,0,1,70,71,1.41
December 31 2018,Montgomery,TX,Passenger,2,0,2,55,57,3.51
December 31 2018,Nueces,TX,Passenger,1,1,2,93,95,2.11
December 31 2018,Tarrant,TX,Passenger,1,0,1,192,193,0.52
December 31 2018,Travis,TX,Passenger,1,1,2,187,189,1.06
December 31 2018,Albemarle,VA,Passenger,1,0,1,26,27,3.70
December 31 2018,Alexandria,VA,Passenger,1,0,1,160,161,0.62
December 31 2018,Arlington,VA,Passenger,1,1,2,163,165,1.21
December 31 2018,Fairfax,VA,Passenger,3,3,6,809,815,0.74
December 31 2018,Goochland,VA,Passenger,0,1,1,226,227,0.44
December 31 2018,Manassas,VA,Passenger,0,1,1,9,10,10.00
December 31 2018,Norfolk,VA,Passenger,2,2,4,345,349,1.15
